,accuracy_score,average_precision_score,f1_score,fn,fp,name,params_full,roc_auc_score,tn,tp
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.1epsilon1fit_interceptTruelossepsilon_insensitive--tfidf-ngram,"{'C': 0.1, 'epsilon': 1, 'fit_intercept': True, 'loss': 'epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.1epsilon1fit_interceptTruelosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.1, 'epsilon': 1, 'fit_intercept': True, 'loss': 'squared_epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.1epsilon1fit_interceptFalselossepsilon_insensitive--tfidf-ngram,"{'C': 0.1, 'epsilon': 1, 'fit_intercept': False, 'loss': 'epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.1epsilon1fit_interceptFalselosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.1, 'epsilon': 1, 'fit_intercept': False, 'loss': 'squared_epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.1epsilon2fit_interceptTruelossepsilon_insensitive--tfidf-ngram,"{'C': 0.1, 'epsilon': 2, 'fit_intercept': True, 'loss': 'epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.1epsilon2fit_interceptTruelosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.1, 'epsilon': 2, 'fit_intercept': True, 'loss': 'squared_epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.1epsilon2fit_interceptFalselossepsilon_insensitive--tfidf-ngram,"{'C': 0.1, 'epsilon': 2, 'fit_intercept': False, 'loss': 'epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.1epsilon2fit_interceptFalselosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.1, 'epsilon': 2, 'fit_intercept': False, 'loss': 'squared_epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.7666536384978422,0.0,2450,0,LinearSVR-C0.001epsilon0.1fit_interceptTruelossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0.1, 'fit_intercept': True, 'loss': 'epsilon_insensitive'}",0.8700113923888603,4783,0
0,0.6854693764689617,0.7362730401948319,0.13923571698827092,2266,9,LinearSVR-C0.001epsilon0.1fit_interceptTruelosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0.1, 'fit_intercept': True, 'loss': 'squared_epsilon_insensitive'}",0.8473250926964975,4774,184
0,0.6612747131204203,0.394969842848224,0.0,2450,0,LinearSVR-C0.001epsilon0.1fit_interceptFalselossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0.1, 'fit_intercept': False, 'loss': 'epsilon_insensitive'}",0.5776227028549241,4783,0
0,0.6612747131204203,0.3892392170895498,0.0,2450,0,LinearSVR-C0.001epsilon0.1fit_interceptFalselosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0.1, 'fit_intercept': False, 'loss': 'squared_epsilon_insensitive'}",0.5735474704203237,4783,0
0,0.6612747131204203,0.7682390148539617,0.0,2450,0,LinearSVR-C0.001epsilon0.01fit_interceptTruelossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0.01, 'fit_intercept': True, 'loss': 'epsilon_insensitive'}",0.8698589818532472,4783,0
0,0.693211668740495,0.7459616410871645,0.18329039381670958,2201,18,LinearSVR-C0.001epsilon0.01fit_interceptTruelosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0.01, 'fit_intercept': True, 'loss': 'squared_epsilon_insensitive'}",0.8543981874581319,4765,249
0,0.6612747131204203,0.567385139592328,0.0,2450,0,LinearSVR-C0.001epsilon0.01fit_interceptFalselossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0.01, 'fit_intercept': False, 'loss': 'epsilon_insensitive'}",0.7117970533394207,4783,0
0,0.6612747131204203,0.39780699239651773,0.0,2450,0,LinearSVR-C0.001epsilon0.01fit_interceptFalselosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0.01, 'fit_intercept': False, 'loss': 'squared_epsilon_insensitive'}",0.5824361791549152,4783,0
0,0.6612747131204203,0.768093619403428,0.0,2450,0,LinearSVR-C0.001epsilon0fit_interceptTruelossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0, 'fit_intercept': True, 'loss': 'epsilon_insensitive'}",0.8695759215247881,4783,0
0,0.6944559657127056,0.7468367557043624,0.19047619047619047,2190,20,LinearSVR-C0.001epsilon0fit_interceptTruelosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0, 'fit_intercept': True, 'loss': 'squared_epsilon_insensitive'}",0.8549936637837239,4763,260
0,0.6612747131204203,0.666544083803129,0.0,2450,0,LinearSVR-C0.001epsilon0fit_interceptFalselossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0, 'fit_intercept': False, 'loss': 'epsilon_insensitive'}",0.7924545691159591,4783,0
0,0.6612747131204203,0.39908422398821175,0.0,2450,0,LinearSVR-C0.001epsilon0fit_interceptFalselosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 0, 'fit_intercept': False, 'loss': 'squared_epsilon_insensitive'}",0.5838785323872389,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.001epsilon1fit_interceptTruelossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 1, 'fit_intercept': True, 'loss': 'epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.001epsilon1fit_interceptTruelosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 1, 'fit_intercept': True, 'loss': 'squared_epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.001epsilon1fit_interceptFalselossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 1, 'fit_intercept': False, 'loss': 'epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.001epsilon1fit_interceptFalselosssquared_epsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 1, 'fit_intercept': False, 'loss': 'squared_epsilon_insensitive'}",0.5,4783,0
0,0.6612747131204203,0.3387252868795797,0.0,2450,0,LinearSVR-C0.001epsilon2fit_interceptTruelossepsilon_insensitive--tfidf-ngram,"{'C': 0.001, 'epsilon': 2, 'fit_intercept': True, 'loss': 'epsilon_insensitive'}",0.5,4783,0
